nombre,precio,ubicacion,enlace,habitaciones,ba√±os,metros_cuadrados
Alquilo Apartamento Zona 14 Edificio Tadeus ...,"$ 2,974 incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-zona-14-edificio-tadeus-2-dormitorios-daa37469/,Dormitorios: 2,Baños: 2.5,Tamaño del lote del Inmueble: 290 m2
Apartamento en renta zona 14 -Áttica,"$ 1,250 nuevo en lista!","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-attica-DAA37441/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 139 m2
VENTA DE APARTAMENTO MODERNO EN EL CORAZON D...,"$ 1,550 APTO SECTOR LAS AMERICAS","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/renta-venta-de-apartamento-moderno-en-el-corazon-de-z-14-sector-las-americas-daa41025/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 95 m2
Alquiler de Apartamento Amueblado en Zona 14,$ 895,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-con-balcon-en-zona-14-DAA37319/,Dormitorios: 1,Baños: 1,Tamaño del lote del Inmueble: 90 m2
Apartamento de 3 habitaciones amueblado en z...,"$ 1,300","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-3-habitaciones-amueblado-en-z14-caa11363/,Dormitorios: 3,Baños: 2,Tamaño del lote del Inmueble: 10 m2
Apartamento en renta TADEUS Zona 14 (D),"$ 2,400 + IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-tadeus-zona-14-d-daa36705/,Dormitorios: 1,Baños: 2,Tamaño del lote del Inmueble: 10 m2
"Apartamento en Santa Mónica, zona 14","$ 1,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-santa-monica-zona-14-daa36623/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 208 m2
Apartamento en renta ATTICA II,"$ 1,680 Iva y mto incluidos","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-attica-ii-daa36543/,Dormitorios: 2,Baños: 3.5,Tamaño de la propiedad: 193 m2
APARTAMENTO EN VENTA EN ZONA 14,"$ 160,260 160260","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-venta-en-zona-14-daa36025/,Dormitorios: 2,Baños: 2,Tamaño del lote del Inmueble: 81 m2
APARTAMENTO EN RENTA ZONA 14 UNA HABITACIÓN,$ 641 641,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-una-habitacion-daa36024/,Dormitorios: 2,No especificado,Tamaño del lote del Inmueble: 119 m2
"Alquilo apartamento en zona 14, Edificio Ben...",$ 900,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/en-renta-apartamento-en-zona-14-amueblado-daa35920/,Dormitorios: 1,Baños: 2,Tamaño del lote del Inmueble: 144 m2
Amueblado 2 habitaciones zona 14,"$ 1,100 mant incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/amueblado-2-habitaciones-zona-14-daa35743/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 90 m2
Apartamento en Renta zona 14,"$ 1,600","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-daa35601/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 200 m2
RENTA APARTAMENTO AMUEBLADO ZONA 14,"$ 2,600","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/renta-apartamento-amueblado-zona-14-daa35379/,Dormitorios: 4,Baños: 3,Tamaño de la propiedad: 200 m2
Apartamento de 3 habitaciones en alquiler zo...,"$ 2,900 Incluye mantenimiento","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-3-habitaciones-en-alquiler-zona-14-daa35061/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 347 m2
Apartamento en renta Noguchi Américas zona 1...,"$ 3,900","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-noguchi-americas-zona-14-caa10544/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 384 m2
Apartamento en alquiler zona 14 de 3 dormito...,"$ 3,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-de-3-dormitorios-de-375mts2-daa34911/,Dormitorios: 3,Baños: 4,Tamaño de la propiedad: 417 m2
Apartamento en alquiler zona 14 de lujo de 3...,"$ 3,250 Mas IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-sekkei-DAA34861/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 250 m2
ALQUILER DE APARTAMENTO ZONA 14  AMUEBLADO,"$ 2,350","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquiler-de-apartamento-zona-14-amueblado-daa33803/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 240 m2
Apartamento en alquiler zona 14 de 691mts2,"$ 4,675","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/renta-de-apartamento-en-zona-14-gaudi-daa33670/,Dormitorios: 3,Baños: 3.5,Tamaño del lote del Inmueble: 591 m2
Apartamento en z14 amueblado una habitacion,$ 850 Excelente oportunidad,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-z14-amueblado-una-habitacion-CAA10005/,Dormitorios: 1,Baños: 1,Tamaño del lote del Inmueble: 10 m2
Apartamento en Alquiler Edificio Vila Catorc...,$ 950,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-vila-catorce-zona-14-n1-en-directo-02-daa32336/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 66 m2
Alquilo apartamento zona 14 Villa Mayor,"$ 1,800","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-zona-14-villa-mayor-daa33429/,Dormitorios: 3,Baños: 4,Tamaño de la propiedad: 229 m2
Apartamento amueblado el sector de Europlaza...,$ 800 Amueblado,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-el-sector-de-europlaza-zona-14-de-2-hab-agt704-daa33390/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 90 m2
"APARTAMENTO RENTA, ZONA 14 edificio Sekkei","$ 3,250","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-renta-zona-14-daa33150/,Dormitorios: 3,Baños: 3.5,Tamaño del lote del Inmueble: 325 m2
ALQUILER DE APARTAMENTO EN ZONA 14 DE 2 DORM...,"$ 1,300","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquiler-de-apartamento-en-zona-14-de-2-dormitorios-y-dormitorio-de-servicio-daa29717/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 257 m2
Apartamento en alquiler edificio Terazu zona...,"$ 3,900","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-terazu-zona-14-caa9077/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 329 m2
Alquilo Zona 14 Apartamento Amueblado en ult...,"$ 2,800 mantenimiento incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-zona-14-apartamento-amueblado-en-ultimo-nivel-DAA29397/,Dormitorios: 3,Baños: 4.5,Tamaño del lote del Inmueble: 230 m2
Apartamento en Condado La Villa La Villa cer...,"$ 5,800 QUETZALES","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-condado-la-villa-la-villa-cerca-del-club-la-villa-y-delfines-esports-zona-14-de-2-habitaciones-agt1958-daa29365/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 85 m2
"Apartamento en Segheria Amplio, en La Villa,...","$ 1,300 DOLARES","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-segheria-amplio-en-la-villa-con-vista-desde-nivel-alto-zona-14-de-3-habitaciones-agt1959-daa29364/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 140 m2
Apartamento en Segheria Apartamentos la Vill...,"$ 1,100 DOLARES","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-segheria-apartamentos-la-villa-al-final-de-la-14-avenida-zona-14-de-3-habitaciones-agt1899-daa27778/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 136 m2
Apartamento en Segheria Apartamentos la Vill...,"$ 1,100","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-segheria-apartamentos-la-villa-al-final-de-la-14-avenida-zona-14-de-3-habitaciones-agt1899-daa27579/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 135 m2
Apartamento en Segheria Apartamentos la Vill...,"$ 1,100 DOLARES","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-segheria-apartamentos-la-villa-al-final-14-avenida-zona-14-de-3-habitaciones-agt1899-daa27506/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 136 m2
APARTAMENTO RENTA TIFFANY ZONA 14,"$ 1,600 Mant incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-renta-tiffany-zona-14-DAA27404/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 136 m2
APARTAMENTO RENTA TIFFANY ZONA 14,"$ 1,600 Mant incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-renta-tiffany-zona-14-DAA27404/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 136 m2
Apartamento en Garces De La Villa  La villa ...,$ 805 DOLARES,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-garces-de-la-villa-la-villa-zona-14-de-3-habitaciones-agt1888-daa27317/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 89 m2
Apartamento en RENTA en CASA ROBLE zona 14,"$ 1,650","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-para-estrenar-en-casa-roble-zona-14-daa27067/,Dormitorios: 3,Baños: 3,Tamaño de la propiedad: 130 m2
Apartamento en Tadeus la zona más privilegia...,"$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-tadeus-la-zona-mas-privilegiada-y-exclusiva-de-guatemala-zona-14-de-2-habitaciones-agt976-daa27055/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 308 m2
Apartamento en Tadeus la zona más privilegia...,"$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-tadeus-la-zona-mas-privilegiada-y-exclusiva-de-guatemala-zona-14-de-2-habitaciones-agt976-daa27054/,Dormitorios: 2,Baños: 3,Tamaño de la propiedad: 308 m2
Apartamento en alquiler zona 14 amueblado de...,"$ 2,600 + IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-amueblado-de-3-dormitorios-daa26798/,Dormitorios: 3,Baños: 3.5,Tamaño del lote del Inmueble: 255 m2
Apartamento en Edificio Segheria la Villa al...,"$ 1,050 DOLARES","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-edificio-segheria-la-villa-al-final-de-la-14-avenida-zona-14-de-2-habitaciones-agt1840-daa26536/,Dormitorios: 2,Baños: 2,No especificado
Apartamento en Edificio Segheria la Villa al...,"$ 1,050 DOLARES","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-edificio-segheria-la-villa-al-final-de-la-14-avenida-zona-14-de-2-habitaciones-agt1840-daa26506/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 107 m2
Apartamento de 1 habitación duplex,$ 950 Amplio apartamento,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-1-habitacion-duplex-daa26240/,Dormitorios: 1,Baños: 1.5,Tamaño de la propiedad: 98 m2
Apartamento en Segheria Apartamentos la Vill...,"$ 1,100","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-segheria-apartamentos-la-villa-al-final-de-la-14-avenida-zona-14-de-3-habitaciones-agt1899-daa27579/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 135 m2
Apartamento en Segheria Apartamentos la Vill...,"$ 1,100 DOLARES","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-segheria-apartamentos-la-villa-al-final-14-avenida-zona-14-de-3-habitaciones-agt1899-daa27506/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 136 m2
APARTAMENTO RENTA TIFFANY ZONA 14,"$ 1,600 Mant incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-renta-tiffany-zona-14-DAA27404/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 136 m2
Apartamento en Garces De La Villa  La villa ...,$ 805 DOLARES,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-garces-de-la-villa-la-villa-zona-14-de-3-habitaciones-agt1888-daa27317/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 89 m2
Apartamento en RENTA en CASA ROBLE zona 14,"$ 1,650","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-para-estrenar-en-casa-roble-zona-14-daa27067/,Dormitorios: 3,Baños: 3,Tamaño de la propiedad: 130 m2
Apartamento en Tadeus la zona más privilegia...,"$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-tadeus-la-zona-mas-privilegiada-y-exclusiva-de-guatemala-zona-14-de-2-habitaciones-agt976-daa27055/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 308 m2
Apartamento en Tadeus la zona más privilegia...,"$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-tadeus-la-zona-mas-privilegiada-y-exclusiva-de-guatemala-zona-14-de-2-habitaciones-agt976-daa27054/,Dormitorios: 2,Baños: 3,Tamaño de la propiedad: 308 m2
Apartamento en alquiler zona 14 amueblado de...,"$ 2,600 + IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-amueblado-de-3-dormitorios-daa26798/,Dormitorios: 3,Baños: 3.5,Tamaño del lote del Inmueble: 255 m2
Apartamento en Edificio Segheria la Villa al...,"$ 1,050 DOLARES","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-edificio-segheria-la-villa-al-final-de-la-14-avenida-zona-14-de-2-habitaciones-agt1840-daa26536/,Dormitorios: 2,Baños: 2,No especificado
APARTAMENTO RENTA O VENTA ZONA 14,"$ 3,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-renta-o-venta-zona-14-DAA25440/,Dormitorios: 3,Baños: 4,Tamaño de la propiedad: 323 m2
Apartamento renta zona 14,"$ 1,100","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-renta-zona-14-CAA8135/,Dormitorios: 2,Baños: 2.5,No especificado
APARTAMENTO ZONA 14 RENTA,"$ 1,201 MANT INCLUIDO","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-zona-14-renta-CAA8129/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 199 m2
Apartamento en alquiler Edificio Exedra zona...,"$ 1,100 mantenimiento incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-exendra-zona-14-caa8128/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 165 m2
Apartamento en renta zona 14 de lujo con 3 h...,"$ 3,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-de-lujo-con-3-habitaciones-daa25259/,Dormitorios: 3,Baños: 3.5,Tamaño del lote del Inmueble: 250 m2
Apartamento en Tadeus la zona más privilegia...,"$ 3,328","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-tadeus-la-zona-mas-privilegiada-y-exclusiva-de-guatemala-zona-14-de-3-habitaciones-agt901-daa25207/,Dormitorios: 2,Baños: 3,Tamaño del lote del Inmueble: 405 m2
APARTAMENTO TIFFANY ZONA 14,"$ 2,300 MÁS IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-tiffany-zona-14-DAA24952/,Dormitorios: 3,Baños: 3,Tamaño de la propiedad: 220 m2
Apartamento de dos habitaciones en zona 14,$ 686 Excelente precio,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-dos-habitaciones-en-zona-14-daa24868/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 85 m2
RENTA NOUGHI ZONA 14,"$ 3,000 Más IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/renta-noughi-zona-14-DAA24790/,Dormitorios: 3,Baños: 4,Tamaño de la propiedad: 300 m2
Apartamento amueblado en renta zona 14,$ 900,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-renta-zona-14-daa24696/,Dormitorios: 2,Baños: 1,Tamaño de la propiedad: 76 m2
Apartamento amueblado en renta Attica zona 1...,"$ 1,650 todo incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-renta-attica-zona-14-daa24251/,Dormitorios: 3,Baños: 3,No especificado
Apartamento en alquiler zona 14 de 3 habitac...,"$ 3,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-de-3-habitaciones-guadi-daa24008/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 328 m2
TADEUS ZONA 14 ALQUILER,"$ 3,585 Incluye IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/tadeus-zona-14-alquiler-daa42109/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 406 m2
Apartamento de 3 habitaciones amubladoben z1...,"$ 1,300 Amueblado","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-3-habitaciones-amubladoben-z14-daa23875/,Dormitorios: 3,Baños: 2.5,Tamaño del lote del Inmueble: 10 m2
Apartamento en venta zona 14,"$ 586,400 Apartamento de lujo","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-venta-zona-14-daa23702/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 308 m2
Apartamento en alquiler Tiffany Quinta aveni...,"$ 1,800 + IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-tiffany-quinta-avenida-DAA23516/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 125 m2
Apartamento amueblado de 3 habitaciones en z...,"$ 1,000 Amplio apartamento","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-de-3-habitaciones-en-zona-14-daa23403/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 225 m2
Apartamento en renta Segheria Z.14,"$ 1,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-segheria-z-14-daa23367/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 141 m2
Apartamento en alquiler amueblado de una hab...,"$ 1,000 Amplio apartamento","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-amueblado-de-una-habitacion-en-z14-daa22989/,Dormitorios: 1,Baños: 1.5,No especificado
Apartamento de dos habitaciones en zona 14,$ 950 Vive en zona a 14,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-dos-habitaciones-en-zona-14-DAA22948/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 72 m2
zona 14 amueblado 3 habitaciones,"$ 1,200 incluido el mantenimiento","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/zona-14-amueblado-3-habitaciones-daa22319/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 115 m2
Apartamento en sector exclusivo de zona 14 c...,"$ 5,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-sector-exclusivo-de-zona-14-con-vista-a-la-ciudad-daa21953/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 305 m2
Apartamento en alquiler 2 dormitorios,"$ 1,650","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-2-dormitorios-daa21718/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 160 m2
Apartamento amueblado en alquiler z 14,"$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-alquiler-z-14-daa20725/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 350 m2
Apartamento amueblado en alquiler,"$ 3,600","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-alquiler-daa20722/,Dormitorios: 4,Baños: 4,Tamaño de la propiedad: 500 m2
Apartamento en alquiler zona 14 de 3  dormit...,"$ 4,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-amueblado-de-3-dormitorios-santa-ines-DAA20134/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 225 m2
Apartamento nuevo La Villa zona14 con lindas...,"$ 1,000 con mantenimiento","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-la-villa-zona14-excelente-precio-DAA19778/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 98 m2
ALQUILO APARTAMENTO ZONA 14 AMUEBLADO Y EQUI...,$ 750,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-zona-14-amueblado-y-equipado-de-dos-dormitorios-y-dormitorio-de-servicio-daa13616/,Dormitorios: 2,Baños: 3,No especificado
ALQUILO APARTAMENTO ZONA 14 DE TRES DORMITOR...,"$ 1,300","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-zona-14-de-tres-dormitorios-y-dormitorio-de-servicio-6/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 220 m2
"ALQUILO APARTAMENTO ZONA 04 REMODELADO, AMUE...",$ 750,"Zona 14, Zona 4, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-zona-14-amplio-y-lindo-de-400-mt2/,Dormitorios: 1,Baños: 1,No especificado
ALQUILO APARTAMENTO ZONA 14 AZURE KATORCE DE...,"$ 1,650","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-zona-14-azure-katorce-de-tres-dormitorios-en-nivel-bajo/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 174 m2
Hermoso Apartamento en Zona 14,$ 667,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/hermoso-apartamento-en-zona-14-5/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 80 m2
Guatemala,"$ 1,300","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/guatemala-4/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 120 m2
Hermoso Apartamento en Zona 14,$ 850,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/hermoso-apartamento-en-zona-14-4/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 85 m2
Apartamento en renta ubicado en zona 14,"$ 1,100","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-ubicado-en-zona-14-29/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 114 m2
Hermoso Apartamento en Zona 14,"$ 3,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/hermoso-apartamento-en-zona-14-3/,Dormitorios: 3,Baños: 3,Tamaño de la propiedad: 284 m2
